ZIP,Population,NonHispanic,Hispanic,%Hispanic,Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%,OTHERS,%,Other Central American,%, Other South American,%,Other Hispanic,%,Spaniard,Spanish,Spanish American,All other Hispanic
33027,57663,31244,26419,0.46,601,0.02,3589,0.14,9155,0.35,2019,0.08,143,0.01,183,0.01,355,0.01,656,0.02,249,0.01,140,0.01,360,0.01,79,0.00,213,0.01,3977,0.15,731,0.03,6,0.00,813,0.03,95,0.00,1732,0.07,1323,0.05,1,0.00,15,0.00,1307,0.05,214,43,0,1050
33028,26696,14760,11936,0.45,383,0.03,1812,0.15,2957,0.25,834,0.07,61,0.01,71,0.01,131,0.01,230,0.02,130,0.01,105,0.01,297,0.02,48,0.00,142,0.01,2345,0.20,367,0.03,12,0.00,464,0.04,42,0.00,892,0.07,613,0.05,2,0.00,6,0.00,605,0.05,103,17,0,485
33029,45235,23819,21416,0.47,574,0.03,2983,0.14,7949,0.37,1376,0.06,111,0.01,170,0.01,316,0.01,452,0.02,240,0.01,197,0.01,316,0.01,42,0.00,165,0.01,2908,0.14,576,0.03,20,0.00,670,0.03,50,0.00,1173,0.05,1128,0.05,3,0.00,6,0.00,1119,0.05,207,55,2,855
33030,34110,11710,22400,0.66,7878,0.35,1935,0.09,4897,0.22,325,0.01,60,0.00,3234,0.14,522,0.02,516,0.02,40,0.00,1280,0.06,49,0.00,18,0.00,50,0.00,368,0.02,79,0.00,8,0.00,135,0.01,22,0.00,113,0.01,871,0.04,14,0.00,7,0.00,850,0.04,60,38,4,748
33031,5859,3130,2729,0.47,307,0.11,195,0.07,1708,0.63,36,0.01,6,0.00,49,0.02,27,0.01,43,0.02,16,0.01,17,0.01,18,0.01,2,0.00,5,0.00,112,0.04,17,0.01,1,0.00,29,0.01,4,0.00,38,0.01,99,0.04,0,0.00,1,0.00,98,0.04,22,1,1,74
33032,34088,14472,19616,0.58,2005,0.10,2753,0.14,7674,0.39,907,0.05,91,0.00,261,0.01,543,0.03,1490,0.08,207,0.01,342,0.02,154,0.01,33,0.00,89,0.00,1021,0.05,263,0.01,2,0.00,337,0.02,37,0.00,385,0.02,1022,0.05,8,0.00,2,0.00,1012,0.05,87,33,3,889
33033,49028,16191,32837,0.67,7405,0.23,4689,0.14,11304,0.34,1106,0.03,138,0.00,726,0.02,929,0.03,1312,0.04,173,0.01,1018,0.03,163,0.01,30,0.00,113,0.00,1151,0.04,303,0.01,3,0.00,391,0.01,48,0.00,416,0.01,1419,0.04,16,0.00,1,0.00,1402,0.04,83,35,3,1281
33034,18613,9406,9207,0.50,4525,0.49,913,0.10,1706,0.19,215,0.02,19,0.00,273,0.03,178,0.02,194,0.02,36,0.00,413,0.04,17,0.00,12,0.00,11,0.00,143,0.02,26,0.00,1,0.00,36,0.00,6,0.00,55,0.01,428,0.05,0,0.00,0,0.00,428,0.05,21,3,1,403
33035,13497,6413,7084,0.53,666,0.09,1420,0.20,2173,0.31,363,0.05,65,0.01,77,0.01,156,0.02,361,0.05,58,0.01,77,0.01,82,0.01,16,0.00,51,0.01,537,0.08,107,0.02,0,0.00,206,0.03,14,0.00,246,0.03,409,0.06,3,0.00,9,0.00,397,0.06,48,4,0,345
33036,3035,2777,258,0.09,64,0.25,18,0.07,87,0.34,0,0.00,1,0.00,8,0.03,17,0.07,0,0.00,2,0.01,0,0.00,5,0.02,0,0.00,2,0.01,26,0.10,3,0.01,1,0.00,0,0.00,0,0.00,6,0.02,18,0.07,0,0.00,0,0.00,18,0.07,2,3,0,13
33037,11612,9091,2521,0.22,531,0.21,132,0.05,1389,0.55,19,0.01,10,0.00,38,0.02,47,0.02,36,0.01,5,0.00,30,0.01,20,0.01,0,0.00,12,0.00,67,0.03,2,0.00,0,0.00,38,0.02,2,0.00,9,0.00,134,0.05,0,0.00,5,0.00,129,0.05,18,13,0,98
33039,122,32,90,0.74,0,0.00,11,0.12,29,0.32,4,0.04,0,0.00,0,0.00,10,0.11,15,0.17,0,0.00,3,0.03,0,0.00,1,0.01,0,0.00,10,0.11,0,0.00,0,0.00,5,0.06,0,0.00,1,0.01,1,0.01,0,0.00,0,0.00,1,0.01,0,0,0,1
33040,32891,24844,8047,0.25,726,0.09,519,0.06,4317,0.54,73,0.01,30,0.00,188,0.02,176,0.02,835,0.10,31,0.00,57,0.01,60,0.01,21,0.00,27,0.00,135,0.02,46,0.01,4,0.00,118,0.01,3,0.00,54,0.01,627,0.08,21,0.00,5,0.00,601,0.07,153,119,2,327
33042,5829,5341,488,0.08,59,0.12,55,0.11,252,0.52,3,0.01,6,0.01,0,0.00,2,0.00,16,0.03,0,0.00,0,0.00,1,0.00,0,0.00,5,0.01,19,0.04,2,0.00,0,0.00,4,0.01,4,0.01,1,0.00,59,0.12,0,0.00,0,0.00,59,0.12,11,13,0,35
33043,4313,3873,440,0.10,46,0.10,35,0.08,240,0.55,4,0.01,0,0.00,19,0.04,2,0.00,14,0.03,0,0.00,3,0.01,1,0.00,4,0.01,0,0.00,13,0.03,5,0.01,0,0.00,9,0.02,1,0.00,1,0.00,43,0.10,1,0.00,0,0.00,42,0.10,10,8,0,24
33050,8922,6656,2266,0.25,319,0.14,91,0.04,1268,0.56,50,0.02,14,0.01,143,0.06,47,0.02,125,0.06,6,0.00,7,0.00,7,0.00,0,0.00,1,0.00,21,0.01,4,0.00,0,0.00,12,0.01,0,0.00,30,0.01,121,0.05,0,0.00,0,0.00,121,0.05,13,14,0,94
33051,796,764,32,0.04,4,0.13,1,0.03,25,0.78,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0
33054,29061,20685,8376,0.29,174,0.02,904,0.11,3760,0.45,790,0.09,23,0.00,130,0.02,591,0.07,779,0.09,39,0.00,102,0.01,53,0.01,3,0.00,11,0.00,201,0.02,72,0.01,14,0.00,72,0.01,6,0.00,41,0.00,611,0.07,10,0.00,2,0.00,599,0.07,20,10,0,569
33055,43194,16386,26808,0.62,376,0.01,2159,0.08,14076,0.53,2113,0.08,114,0.00,313,0.01,890,0.03,2152,0.08,180,0.01,314,0.01,157,0.01,22,0.00,73,0.00,1635,0.06,379,0.01,1,0.00,329,0.01,19,0.00,162,0.01,1344,0.05,23,0.00,5,0.00,1316,0.05,84,16,1,1215
33056,35059,29862,5197,0.15,145,0.03,697,0.13,1690,0.33,653,0.13,44,0.01,83,0.02,267,0.05,550,0.11,151,0.03,64,0.01,18,0.00,1,0.00,19,0.00,151,0.03,86,0.02,0,0.00,104,0.02,1,0.00,59,0.01,414,0.08,1,0.00,5,0.00,408,0.08,13,12,1,382
33060,32154,26949,5205,0.16,2076,0.40,670,0.13,383,0.07,144,0.03,20,0.00,340,0.07,265,0.05,72,0.01,21,0.00,139,0.03,56,0.01,21,0.00,16,0.00,263,0.05,57,0.01,4,0.00,157,0.03,51,0.01,88,0.02,362,0.07,5,0.00,8,0.00,349,0.07,28,26,0,295
33062,23948,21919,2029,0.09,176,0.09,406,0.20,384,0.19,42,0.02,15,0.01,6,0.00,47,0.02,16,0.01,8,0.00,15,0.01,111,0.05,7,0.00,29,0.01,234,0.12,60,0.03,2,0.00,140,0.07,43,0.02,69,0.03,219,0.11,0,0.00,2,0.00,217,0.11,79,23,0,115
33063,51019,39867,11152,0.22,723,0.06,2767,0.25,976,0.09,593,0.05,110,0.01,176,0.02,305,0.03,148,0.01,100,0.01,239,0.02,274,0.02,26,0.00,80,0.01,2206,0.20,377,0.03,4,0.00,801,0.07,83,0.01,404,0.04,760,0.07,5,0.00,31,0.00,724,0.06,100,47,10,567
33064,52969,42415,10554,0.20,2758,0.26,2062,0.20,1041,0.10,470,0.04,71,0.01,257,0.02,1018,0.10,130,0.01,33,0.00,163,0.02,133,0.01,44,0.00,61,0.01,548,0.05,175,0.02,4,0.00,368,0.03,123,0.01,137,0.01,958,0.09,5,0.00,26,0.00,927,0.09,89,53,1,784
33065,51921,37932,13989,0.27,1394,0.10,3031,0.22,1162,0.08,998,0.07,79,0.01,191,0.01,213,0.02,185,0.01,115,0.01,194,0.01,429,0.03,48,0.00,152,0.01,2595,0.19,431,0.03,27,0.00,1223,0.09,101,0.01,489,0.04,932,0.07,11,0.00,24,0.00,897,0.06,101,62,6,728
33066,15760,13686,2074,0.13,79,0.04,494,0.24,221,0.11,120,0.06,10,0.00,15,0.01,30,0.01,27,0.01,10,0.00,20,0.01,88,0.04,3,0.00,26,0.01,427,0.21,68,0.03,4,0.00,174,0.08,9,0.00,57,0.03,192,0.09,0,0.00,3,0.00,189,0.09,24,15,1,149
33067,26458,22214,4244,0.16,337,0.08,854,0.20,643,0.15,261,0.06,28,0.01,51,0.01,34,0.01,45,0.01,61,0.01,37,0.01,91,0.02,38,0.01,50,0.01,682,0.16,161,0.04,1,0.00,297,0.07,21,0.00,226,0.05,326,0.08,0,0.00,10,0.00,316,0.07,79,27,0,210
33068,49824,37759,12065,0.24,2035,0.17,2372,0.20,740,0.06,764,0.06,49,0.00,210,0.02,585,0.05,249,0.02,79,0.01,1147,0.10,155,0.01,18,0.00,39,0.00,1782,0.15,274,0.02,7,0.00,519,0.04,71,0.01,176,0.01,794,0.07,8,0.00,19,0.00,767,0.06,50,31,3,683
33069,25700,21446,4254,0.17,775,0.18,634,0.15,365,0.09,198,0.05,25,0.01,56,0.01,86,0.02,42,0.01,34,0.01,68,0.02,92,0.02,14,0.00,45,0.01,498,0.12,114,0.03,1,0.00,172,0.04,54,0.01,529,0.12,452,0.11,4,0.00,2,0.00,446,0.10,40,32,1,373
33070,5344,4363,981,0.18,53,0.05,48,0.05,682,0.70,17,0.02,8,0.01,4,0.00,44,0.04,11,0.01,1,0.00,8,0.01,4,0.00,0,0.00,0,0.00,26,0.03,0,0.00,2,0.00,11,0.01,4,0.00,13,0.01,45,0.05,1,0.00,5,0.01,39,0.04,5,7,0,27
