Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Vega,0.002353,Robles,0.003731,Miranda,0.002577,Tejada,0.003215,Nunez,0.00459,Miranda,0.002841,Caceres,0.003356,Mercado,0.00346,Cruz,0.00323,Palacios,0.00338,Figueroa,0.00191,Mercado,0.00292,Romero,0.003021,Sierra,0.002967,Aguilar,0.00211,Figueredo,0.00365,Apaza,0.00231,Gimenez,0.001865672,Brito,0.002732
Marquez,0.002331,Mojica,0.00369,Estrada,0.002538,Peguero,0.003195,Calvo,0.00457,Cifuentes,0.002817,Fuentes,0.003356,Ramos,0.00341,Santo,0.00317,Miranda,0.00337,Cordoba,0.00186,Roca,0.00292,Guzman,0.003012,Cruz,0.002959,Mejia,0.002105,Fleitas,0.003597,Ortiz,0.0023,Rocha,0.001834862,Lugo,0.002681
Sandoval,0.00232,Santos,0.003676,Arias,0.002538,Aquino,0.003049,Delgado,0.00455,Ical,0.002809,Canales,0.003333,Suarez,0.00338,Fernandez,0.00315,Moran,0.00327,Correa,0.00186,Rivera,0.00287,Henriquez,0.002994,Ospina,0.002899,Morocho,0.002096,Lezcano,0.003559,Saavedra,0.00222,Alonso,0.001821494,Rangel,0.002653
Carrillo,0.002309,Avila,0.003663,Rodrfguez,0.002469,Rivera,0.003021,Ruiz,0.00452,Torres,0.00274,Lara,0.003279,Valle,0.00331,Pinto,0.00309,Calderon,0.00323,Maldonado,0.00185,Poma,0.00279,Navarro,0.00295,Garzon,0.002874,Calderon,0.002092,Meza,0.003559,Meza,0.00218,Barrios,0.001795332,Munoz,0.002639
Fernandez,0.002299,Jimenez,0.003571,Sosa,0.002451,Ruiz,0.002985,Hidalgo,0.00446,de La Cruz,0.002688,Benitez,0.003268,Tellez,0.00326,Solis,0.00297,Benitez,0.00321,Paz,0.00184,Limachi,0.00273,Pena,0.002933,Jaramillo,0.002817,Maldonado,0.002058,Godoy,0.003534,Navarro,0.00215,Araujo,0.001748252,Torrealba,0.002611
Leon,0.002278,Figueroa,0.003559,Ortega,0.002445,Duran,0.002907,Arce,0.00439,Sandoval,0.002519,Salgado,0.003226,Gaitan,0.00325,Concepcion,0.00292,Guardado,0.00321,Rivero,0.00181,Salvatierra,0.00272,Aravena,0.002933,Reyes,0.002762,Hidalgo,0.002033,Alvarez,0.003484,Sandoval,0.00215,Blanco,0.001733102,Pacheco,0.002571
Mejia,0.002222,Solis,0.003521,Quintana,0.002415,Ramos,0.002841,Obando,0.00413,Salazar,0.002469,Funez,0.003205,Vasquez,0.00323,Santamaria,0.00292,Ruiz,0.00304,Miranda,0.00181,Ruiz,0.00271,Godoy,0.002924,Orozco,0.002747,Solorzano,0.001984,Avalos,0.003436,Guerrero,0.00209,Ruiz,0.001712329,Guerrero,0.002564
Solis,0.002208,Berrios,0.003436,Montero,0.002387,Pena,0.002833,Zamora,0.00412,Rosales,0.002463,Morales,0.003175,Mairena,0.00322,Pimentel,0.00282,Beltran,0.00298,Mansilla,0.0018,Escobar,0.00265,Caceres,0.002924,Agudelo,0.002725,Ponce,0.001984,Valdez,0.003413,Hernandez,0.00207,Lima,0.001675042,Guzman,0.002564
Rosas,0.002183,Negron,0.003425,Caballero,0.002381,Reynoso,0.002817,Molina,0.00403,Maldonado,0.002463,Chavez,0.003145,Molina,0.00321,Castro,0.0028,Serrano,0.00286,Farias,0.00175,Arias,0.00263,Parra,0.002907,Mora,0.002725,Cordova,0.001927,Melgarejo,0.003356,Salas,0.00201,Dominguez,0.001631321,Duran,0.002525
Ibarra,0.002151,Aponte,0.003401,Ortiz,0.002375,Pichardo,0.002801,Munoz,0.00392,Giron,0.002463,Rosales,0.003145,Soza,0.00319,Jaen,0.00278,Pena,0.00284,Roldan,0.00174,Zambrana,0.00262,Leiva,0.002793,Beltran,0.002681,Ramos,0.001912,Salinas,0.0033,Cabrera,0.00198,Barreto,0.001626016,Urdaneta,0.002519
Valdez,0.002146,Vargas,0.003333,Benitez,0.00237,Romero,0.00277,Cruz,0.00386,Recinos,0.002433,Varela,0.003135,Torres,0.00316,Alvarado,0.00273,Sandoval,0.0028,Mendez,0.00172,Saavedra,0.00258,Escobar,0.002732,Contreras,0.002625,Aguirre,0.001912,Gamarra,0.003289,Palacios,0.00196,Bentancor,0.001623377,Montilla,0.002513
Nunez,0.002146,Serrano,0.003067,Zamora,0.002364,Contreras,0.00271,Vasquez,0.0038,Ajanel,0.00241,Valladares,0.003135,Aguirre,0.00315,Medina,0.00272,Alvarenga,0.00279,Guzman,0.0017,Tapia,0.00258,Yanez,0.002732,Leon,0.002577,Cardenas,0.001912,Barreto,0.003279,Vilca,0.00194,dos Santos,0.001587302,Ortiz,0.002513
Campos,0.002101,Bruno,0.002933,Santos,0.002364,Sosa,0.002681,Bonilla,0.00372,Palacios,0.002375,Meza,0.003058,Altamirano,0.00313,Pinzon,0.0027,Linares,0.00275,Aguero,0.00168,Orellana,0.00258,Valdes,0.002725,Escobar,0.002571,Intriago,0.001905,Morel,0.003268,Davila,0.00189,Caceres,0.001540832,Chirinos,0.002506
Santos,0.002066,Medina,0.002915,Aguilar,0.002347,Rojas,0.002646,Picado,0.00369,Monroy,0.002304,Ruiz,0.003058,Salgado,0.00312,Guevara,0.00268,Contreras,0.00275,Hernandez,0.00166,Pinto,0.00258,Salinas,0.002681,Caicedo,0.002538,Palacios,0.001898,Cantero,0.003236,Zapata,0.00187,Vidal,0.001494768,Nunez,0.002475
Camacho,0.002045,Guzman,0.002907,Betancourt,0.002336,Frias,0.002632,Miranda,0.00366,Osorio,0.002268,Espinal,0.002994,Estrada,0.00305,Samaniego,0.00267,Arias,0.00271,Lucero,0.00166,Paz,0.00245,Vidal,0.00266,Castaneda,0.002532,Tapia,0.001887,Candia,0.003067,Moreno,0.00185,Flores,0.001466276,Guevara,0.002451
Navarro,0.001934,Ferrer,0.002874,Figueredo,0.002315,Tavarez,0.002625,Gamboa,0.00366,Lemus,0.002257,Acosta,0.00295,Picado,0.00303,Avila,0.00265,Granados,0.00262,Cruz,0.00164,Padilla,0.00243,Jimenez,0.002625,Fernandez,0.002469,Mera,0.00188,Florentin,0.003058,Contreras,0.00184,Moreno,0.001447178,Ortega,0.002439
Pena,0.001931,Muniz,0.002874,Rivera,0.002169,Lara,0.002618,Badilla,0.00366,Monterroso,0.002252,Espinoza,0.002933,Pineda,0.00296,Murillo,0.00252,Salazar,0.00261,Paez,0.00163,Molina,0.00243,Lagos,0.002513,Hurtado,0.002451,Hernandez,0.001838,Estigarribia,0.002985,Carrasco,0.00175,Fagundez,0.001432665,Chacon,0.002427
Maldonado,0.001927,Abreu,0.002817,Ferrer,0.002165,Nunez,0.002488,Umana,0.00362,Orellana,0.002252,Argueta,0.002907,Aleman,0.0029,Cordoba,0.00251,Figueroa,0.00257,Escobar,0.00163,Quisbert,0.0024,Ruiz,0.0025,Delgado,0.002387,Naranjo,0.001825,Recalde,0.002976,Santos,0.00173,Ortiz,0.001414427,Soto,0.002415
Rosales,0.001923,Montes,0.002755,Oliva,0.002155,Ventura,0.002475,Mena,0.00361,Che,0.002141,Suazo,0.00289,Jiron,0.00285,Barrios,0.00247,Barrera,0.00256,Mendoza,0.00162,Montano,0.00236,Cardenas,0.002457,Silva,0.002358,Murillo,0.001821,Aguilera,0.00295,Mejia,0.00172,Castillo,0.001412429,Espinoza,0.002387
Acosta,0.001912,Castillo,0.002703,Aguilera,0.002137,Dominguez,0.002427,Esquivel,0.00361,Merida,0.002114,Madrid,0.002793,Rizo,0.00285,Smith,0.00246,Moreno,0.00256,Barrios,0.00162,Ortega,0.00231,Bustos,0.002451,Lozano,0.002347,Franco,0.001808,Arce,0.002933,Miranda,0.0017,Velazquez,0.001386963,Guerra,0.00237
Miranda,0.001898,Mercado,0.002632,Avila,0.002132,Beltre,0.00241,Corrales,0.00345,Alonzo,0.002101,Mu,0.002762,Rugama,0.00267,Camarena,0.0024,Alas,0.00248,Bustos,0.00159,Velasco,0.0023,Medina,0.002445,Henao,0.002342,Rojas,0.001789,Cristaldo,0.00289,Vera,0.00168,Soria,0.001338688,Bolivar,0.002358
Cabrera,0.001825,Maldonado,0.002564,Hidalgo,0.002114,Suero,0.002336,Flores,0.00344,Guerra,0.002075,Guzman,0.00274,Ortega,0.00267,Samudio,0.00238,Zelaya,0.00248,Avila,0.00158,Laura,0.00229,Maldonado,0.002439,Bedoya,0.002309,Ochoa,0.001724,Olmedo,0.002833,Aguirre,0.00159,Molina,0.001310616,Salas,0.002342
Trejo,0.001821,de Jesus,0.002538,Lorenzo,0.002062,Lora,0.002227,Camacho,0.00339,Vicente,0.002066,Carcamo,0.00271,Meza,0.00266,Marin,0.00236,Duran,0.00247,Ayala,0.00155,Ayala,0.00225,Pino,0.002415,Calderon,0.002304,Acosta,0.001698,Canete,0.002825,Jara,0.00157,Borges,0.001303781,Colina,0.002326
Valencia,0.001792,Espinosa,0.002475,Abreu,0.002058,Melo,0.002132,Arroyo,0.00338,Cortez,0.002053,Caballero,0.002703,Chavez,0.00262,Chavez,0.00231,Juarez,0.00241,Blanco,0.00154,Cabrera,0.00225,Moreno,0.002358,Murillo,0.002294,Briones,0.001675,Garcete,0.002778,Suarez,0.00155,Umpierrez,0.001290323,Campos,0.002315
Nava,0.001779,Montanez,0.00241,Padron,0.002053,Cordero,0.002119,Chinchilla,0.00337,Tzoc,0.002049,Montoya,0.002674,Bermudez,0.00261,Bernal,0.00231,Barahona,0.00235,Soria,0.00154,Zurita,0.00223,Carvajal,0.002358,Castano,0.002278,Narvaez,0.001639,Insfran,0.002778,Alarcon,0.00154,Franco,0.001257862,Cedeno,0.002183
Pacheco,0.001764,Bibiloni,0.002392,Mora,0.002041,Moreno,0.002101,Guzman,0.00327,Monzon,0.002049,Andino,0.002646,Montenegro,0.00256,Saldana,0.00228,Cabrera,0.00235,Maidana,0.0015,Callisaya,0.00216,Palma,0.002353,Vega,0.002262,Avila,0.001608,Chavez,0.002747,Ayala,0.00154,Caballero,0.001254705,Figueroa,0.002123
Robles,0.001748,Lebron,0.002208,Munoz,0.00202,Henriquez,0.002028,Granados,0.00327,Samayoa,0.00202,Miranda,0.002632,Castellon,0.00256,Salazar,0.00227,Chicas,0.0023,Acuna,0.0015,Zarate,0.00216,Sanhueza,0.002278,Mendez,0.002257,Pacheco,0.001603,Rivas,0.00274,Arias,0.00152,Santana,0.001226994,Leal,0.002105
Castaneda,0.001727,Matos,0.002193,Cardenas,0.001934,Morel,0.00198,Cerdas,0.00323,Contreras,0.002012,Lagos,0.002618,Cano,0.00254,Soto,0.00226,Marquez,0.00229,Leiva,0.0015,Cortez,0.00211,Poblete,0.002268,Avila,0.002151,Mero,0.001595,Mendez,0.002725,Guerra,0.00151,Lemos,0.00122549,Arias,0.002049
Molina,0.001715,Echevarria,0.002188,Castellanos,0.001931,Santiago,0.00198,Acuna,0.00317,Vargas,0.002008,Calix,0.002611,Mayorga,0.00254,Sanjur,0.00222,Landaverde,0.00228,Duarte,0.00143,Medina,0.00208,Navarrete,0.002252,Patino,0.002088,Freire,0.001592,Ortega,0.002725,Vilchez,0.00151,Bonilla,0.001199041,Camacho,0.002028
Fuentes,0.001695,del Valle,0.002155,Naranjo,0.001919,Morillo,0.001938,Cascante,0.00315,Paz,0.001894,Guevara,0.002558,Calderon,0.00254,Rojas,0.00222,Sorto,0.00227,Moyano,0.00142,Leon,0.00206,Saez,0.002247,Cordoba,0.00207,Chicaiza,0.001497,Alvarenga,0.002725,Caceres,0.0015,Britos,0.001179245,Aguilar,0.002016
Rangel,0.001695,Mendez,0.002062,Navarro,0.001905,Urena,0.001919,Abarca,0.00314,Ajpacaja,0.00188,Carranza,0.002519,Olivas,0.00253,Mojica,0.00221,Galdamez,0.00217,Campos,0.00141,Terrazas,0.00205,Toro,0.002242,Velez,0.002066,Orellana,0.001488,Santacruz,0.002695,Guzman,0.00147,Tejera,0.001176471,Pinto,0.002004
Huerta,0.001686,Baez,0.002062,Silva,0.001894,Paulino,0.001916,Elizondo,0.00312,Munoz,0.001876,Palma,0.002506,Zelaya,0.00244,Romero,0.0022,Recinos,0.00216,Soto,0.0014,Quiroga,0.00204,Donoso,0.002222,Pineda,0.002049,Palma,0.001488,Vargas,0.002688,Bravo,0.00146,Rios,0.001162791,Morillo,0.002004
Meza,0.001672,Quinones,0.002049,Velazquez,0.001808,Ogando,0.001916,Barquero,0.00311,Calderon,0.001869,Contreras,0.002494,Rosales,0.00242,Aparicio,0.00218,Medrano,0.0021,Martin,0.00139,Calderon,0.00203,Ortega,0.002217,Arango,0.002024,Lema,0.001471,Morinigo,0.002653,Cueva,0.00146,da Rosa,0.001150748,Cordero,0.001976
Padilla,0.001639,Gutierrez,0.001912,Pino,0.001773,Estevez,0.001908,Arguedas,0.00308,Pelico,0.001866,Jimenez,0.002481,Narvaez,0.00239,Jaramillo,0.00215,Melgar,0.00207,Valdez,0.00137,Yucra,0.00202,Venegas,0.002203,Bernal,0.002016,Campoverde,0.001468,Leguizamon,0.002625,Lozano,0.00145,Antunez,0.001108647,Bravo,0.001946
Espinosa,0.001637,Mendin,0.001908,Rosales,0.001727,Morales,0.001894,Bolanos,0.00303,Baten,0.001859,Turcios,0.002475,Solis,0.00238,Gallardo,0.00213,Cornejo,0.00206,Bravo,0.00136,Claros,0.002,Bustamante,0.002193,Franco,0.001992,Almeida,0.001466,Acuna,0.002584,Pacheco,0.00143,Montero,0.001101322,Araujo,0.001927
Aguirre,0.001631,Ocasio,0.001894,Quintero,0.001709,Rosario,0.001883,Ortiz,0.003,Argueta,0.001848,Fernandez,0.002469,Sandoval,0.00235,Pitti,0.00209,Carranza,0.00203,Chavez,0.00135,Montero,0.00199,Alvarado,0.002169,Carvajal,0.001957,Armijos,0.001458,Segovia,0.002577,Choque,0.00143,Vera,0.001084599,Linares,0.001927
Salas,0.001626,Alicea,0.001869,Soto,0.001692,Soriano,0.001876,Blanco,0.00299,Puac,0.001848,Moreno,0.002469,Padilla,0.00233,Campos,0.00207,Lara,0.00202,Velazquez,0.00135,Aguilera,0.00197,Acevedo,0.002169,Gil,0.001949,Rosero,0.001453,Farina,0.002551,Bautista,0.00141,Caraballo,0.001069519,Rincon,0.001901
Cardenas,0.001616,Collazo,0.001786,Brito,0.001684,Acevedo,0.001838,Carvajal,0.00299,Franco,0.001835,Cabrera,0.002457,Talavera,0.00231,Bejerano,0.00207,Dominguez,0.002,Olivera,0.00134,Zeballos,0.00197,Farias,0.00216,Padilla,0.001938,Mosquera,0.001451,Zarate,0.002525,Juarez,0.00141,Fleitas,0.001067236,Pereira,0.001898
Orozco,0.001605,Bobe,0.001779,Quesada,0.001681,Quezada,0.001825,Leon,0.0029,Ochoa,0.001828,Dubon,0.002392,Guevara,0.00228,Urriola,0.00205,Mancia,0.00198,Toledo,0.00134,Mejia,0.00196,Acuna,0.002132,Acevedo,0.001923,Vaca,0.001447,Ocampos,0.002506,Tello,0.0014,Carballo,0.001055966,Navarro,0.001894
Valenzuela,0.0016,Fontanez,0.001751,Guerrero,0.001675,Grullon,0.001815,Duran,0.00289,Cac,0.001825,Lainez,0.002392,Peralta,0.00226,Madrid,0.00204,Parada,0.00196,Franco,0.00134,Paredes,0.00195,Guerrero,0.002119,Cano,0.001905,Caicedo,0.001447,Roman,0.0025,Quiroz,0.0014,Aguirre,0.00105042,Pineda,0.001887
Ayala,0.00158,Irizarry,0.001736,Pupo,0.00165,Adames,0.001812,Cortes,0.00283,Cabrera,0.001776,Sierra,0.002387,Vega,0.0022,Alvarez,0.00201,Valle,0.00195,Ibanez,0.00133,Soto,0.00195,Cerda,0.002119,Vanegas,0.001905,Miranda,0.001439,Rodas,0.0025,Rosales,0.0014,Pena,0.00104712,Villegas,0.001869
Zuniga,0.00156,Aviles,0.001721,Marin,0.001623,Gil,0.001808,Urena,0.00282,Chen,0.001751,Enamorado,0.002331,Vanegas,0.0022,Fuentes,0.00201,Aguirre,0.00193,Leguizamon,0.00132,Yujra,0.00194,Pinto,0.00211,Vergara,0.001845,Guevara,0.001439,Arguello,0.002488,Valencia,0.00138,Guerra,0.001042753,Mejias,0.001862
Ochoa,0.00149,Fernandez,0.001718,Pacheco,0.001558,Calderon,0.001786,Aguero,0.00277,Sapon,0.001736,Izaguirre,0.002331,Tercero,0.00219,Franco,0.002,Tobar,0.00192,Montenegro,0.00131,Canaviri,0.00193,Paredes,0.002088,Pacheco,0.001842,Figueroa,0.001437,Vega,0.002481,Paucar,0.00132,Vega,0.001039501,Villalobos,0.001859
Mora,0.001479,Rojas,0.001715,Labrada,0.001553,Gutierrez,0.001779,Cespedes,0.00273,Chun,0.001736,Aguilera,0.00232,Campos,0.00215,Montero,0.00198,Zepeda,0.00188,Delgado,0.00128,Vallejos,0.00191,Quezada,0.002075,Hoyos,0.001842,Mendez,0.001427,Miranda,0.002451,Huanca,0.0013,Clavijo,0.001033058,Carrillo,0.001859
Serrano,0.001477,Carrillo,0.001709,Garcfa,0.001534,Mora,0.001776,Villegas,0.00264,Soto,0.001724,Rivas,0.002294,Salazar,0.00213,Rivas,0.00196,Guerra,0.00185,Arce,0.00126,Paco,0.00191,San Martin,0.00207,Buitrago,0.001828,Escobar,0.001408,Bareiro,0.002451,Tapia,0.00129,Rosa,0.001026694,Betancourt,0.001838
Salinas,0.001475,Otero,0.001684,Ricardo,0.001534,Encarnacion,0.001767,Romero,0.00261,Cuz,0.001701,Ayala,0.002283,Guzman,0.00209,Tunon,0.00184,Villalta,0.00185,Ibarra,0.00126,Copa,0.0019,Toledo,0.002058,Trujillo,0.001821,Navarrete,0.001408,Garay,0.002439,Pinedo,0.00128,Almeida,0.00102459,Machado,0.001828
Tapia,0.001466,Surillo,0.001669,Toledo,0.001531,Almanzar,0.001757,Bermudez,0.00253,Molina,0.001669,Cardona,0.002273,Guido,0.00207,Arauz,0.00184,Osorio,0.00184,Gallardo,0.00126,Moreno,0.0019,Cornejo,0.002053,Soto,0.001821,Toapanta,0.001404,Almada,0.002421,Castaneda,0.00127,Quintana,0.001017294,Colmenarez,0.001825
Olvera,0.001464,Rios,0.001653,Perdomo,0.001529,Suarez,0.001748,Serrano,0.00253,Rojas,0.001669,Pe,0.002268,Guerrero,0.00207,Guerrero,0.00181,Guerrero,0.00182,Santillan,0.00124,Llanos,0.00189,Mora,0.002028,Angulo,0.001812,Ayala,0.001399,Cabral,0.002415,Carbajal,0.00125,Cuello,0.000999001,Rosales,0.001812
Duran,0.001441,Quiles,0.001605,Izquierdo,0.001504,Mota,0.001727,Barboza,0.00251,Mateo,0.001637,Urbina,0.002212,Hurtado,0.00202,Mendez,0.00181,Coreas,0.00178,Acevedo,0.00124,Diaz,0.00189,Ramos,0.002024,Aguirre,0.001789,Saltos,0.001393,Davalos,0.002387,Acosta,0.00125,Fuentes,0.000995025,Bracho,0.001805
Suarez,0.001427,Toral,0.001587,Crespo,0.001479,Cabral,0.001704,Artavia,0.00244,Avila,0.001629,Estrada,0.002198,Pavon,0.00202,Velasquez,0.00179,Melara,0.00177,Aguilar,0.00123,Castillo,0.00187,Arriagada,0.002008,Palacios,0.001767,Lara,0.001391,Aranda,0.002364,Luna,0.00124,Miranda,0.000982318,Ochoa,0.001799
Macias,0.001422,Batista,0.001565,Verdecia,0.001479,Heredia,0.001678,Sandi,0.00243,Lima,0.00157,Melgar,0.002169,Acuna,0.002,Arosemena,0.00178,Munoz,0.00177,Vallejos,0.00123,Blanco,0.00187,Arancibia,0.001965,Narvaez,0.001754,Gutierrez,0.001387,Quintana,0.002358,Ventura,0.00124,Muniz,0.000982318,Vera,0.001792
Zamora,0.001418,Padilla,0.001536,Morejon,0.001471,Rivas,0.001669,Venegas,0.00243,Castellanos,0.001565,Cerrato,0.002146,Barrera,0.00195,Lorenzo,0.00178,Valencia,0.00177,Contreras,0.00123,Sandoval,0.00186,Velasquez,0.001946,Barrios,0.001748,Alava,0.001385,Gaona,0.002358,Trujillo,0.00123,Ferrari,0.000979432,Bermudez,0.001786
Arellano,0.001377,Colon,0.001524,Marquez,0.001466,Franco,0.001597,Angulo,0.00242,Veliz,0.001565,Munguia,0.002123,Oporta,0.00193,Peralta,0.00177,Valladares,0.00176,Alegre,0.00122,Arancibia,0.00184,Hidalgo,0.001905,Navarro,0.001745,Calle,0.001383,Flores,0.002353,Valdivia,0.00121,Farias,0.00097561,Mujica,0.001754
Calderon,0.001376,Brown,0.001508,Serrano,0.001466,Ortega,0.001587,Mata,0.00234,Barrera,0.00155,Sosa,0.002123,Murillo,0.00188,Aguirre,0.00176,Saravia,0.00174,Galvan,0.00121,Hinojosa,0.00181,Salas,0.001901,Gallego,0.001736,Tomala,0.001379,Ramos,0.002315,Dominguez,0.0012,Camejo,0.000968054,Aponte,0.001742
Barrera,0.001337,de La Torre,0.001445,Aguila,0.001453,Luna,0.001577,Alpizar,0.00233,Matias,0.001531,Villanueva,0.002119,Mora,0.00187,Escobar,0.00175,Giron,0.00174,Oviedo,0.0012,Ribera,0.00178,Troncoso,0.001898,Barrera,0.001733,Anchundia,0.001368,Noguera,0.002309,Ponce,0.00119,Cruz,0.000966184,Teran,0.001718
Villegas,0.001326,Trujillo,0.001435,Borges,0.001453,Pujols,0.00157,Matarrita,0.00232,Solis,0.001529,Giron,0.002105,Baltodano,0.00187,Arias,0.00173,Iraheta,0.00173,Aranda,0.00119,Arce,0.00176,Aguilar,0.001859,Bermudez,0.001684,Guzman,0.001366,Fretes,0.002273,Bustamante,0.00119,Godoy,0.000956938,Fuentes,0.001712
Zavala,0.001325,Alvarez,0.001425,Trujillo,0.001437,Munoz,0.001563,Sequeira,0.00226,Ventura,0.001524,Funes,0.002088,Leiva,0.00186,Lezcano,0.00172,Ascencio,0.00172,Albornoz,0.00118,Arteaga,0.00175,Ulloa,0.001855,Toro,0.001645,Cedeno,0.001353,Oviedo,0.002247,Rivas,0.00118,Sena,0.000948767,Avila,0.001701
Gallegos,0.001316,Flores,0.001372,Napoles,0.001418,Terrero,0.001548,Montoya,0.00223,Sosa,0.001522,Zavala,0.002088,Acevedo,0.00185,Tejada,0.0017,Delgado,0.00171,Baez,0.00117,Melgar,0.00174,Cabrera,0.001845,Ordonez,0.001621,Zamora,0.001353,Quinonez,0.002227,Gamarra,0.00118,Corbo,0.000931966,Montiel,0.001692
Lozano,0.001314,Davila,0.001299,Valdivia,0.001395,Segura,0.001515,Ugalde,0.00221,Chacon,0.001522,Valle,0.002088,Rayo,0.00185,Santana,0.00169,Blanco,0.0017,Sandoval,0.00117,Caceres,0.00174,Rios,0.001842,Duque,0.001613,Galarza,0.001339,Maldonado,0.002208,Villegas,0.00116,Batista,0.000927644,Vivas,0.001634
Beltran,0.001297,Barreto,0.001287,Menendez,0.001385,Medrano,0.001475,Vindas,0.00221,Moran,0.001508,Alvarenga,0.002083,Cerda,0.00177,Gil,0.00169,Avalos,0.00169,Barrionuevo,0.00112,Maldonado,0.0017,Inostroza,0.001832,Camacho,0.00161,Burgos,0.001325,Maidana,0.002193,Aquino,0.00116,Rey,0.000926784,Paredes,0.001613
Velasco,0.001294,Crespo,0.001282,Gil,0.001383,Valenzuela,0.001466,Sibaja,0.0022,Figueroa,0.001481,Oliva,0.002079,Luna,0.00177,Quiroz,0.00167,Franco,0.00167,Veron,0.00109,Bautista,0.00169,Rivas,0.001832,Duran,0.001608,Arteaga,0.001316,Torales,0.00216,Hurtado,0.00116,Aguiar,0.000919963,Pina,0.001592
Figueroa,0.001284,Nater,0.001277,Prieto,0.001364,Figuereo,0.001462,Reyes,0.00219,Cal,0.001479,Ortega,0.002058,Blanco,0.00174,Carpintero,0.00163,Villatoro,0.00166,Gauna,0.00108,Coca,0.00169,Duran,0.001828,Pinzon,0.001597,Jacome,0.001314,Bernal,0.002146,Saldana,0.00115,Herrera,0.000919118,Mata,0.001575
Franco,0.001282,Gomez,0.001277,Guevara,0.001353,Paredes,0.00146,Ortega,0.00215,Oliva,0.001471,Vargas,0.002049,Laguna,0.00173,Ramirez,0.0016,Funes,0.00164,Zarate,0.00108,Chura,0.00168,Leon,0.001825,Carrillo,0.001592,Arevalo,0.001305,Irala,0.002146,Benites,0.00114,Peralta,0.000915751,Lara,0.001572
Galvan,0.001282,Cortes,0.001258,Bernal,0.001351,Rosario,0.001451,Arrieta,0.00214,Ico,0.001458,Ochoa,0.002033,Corea,0.00173,Cerrud,0.0016,Umana,0.00159,Heredia,0.00107,Fuentes,0.00168,Arias,0.001818,Forero,0.001572,Santana,0.001299,Ovelar,0.002141,Zevallos,0.00112,Luzardo,0.000914077,Barreto,0.001553
Montes,0.001276,Benitez,0.00117,Chavez,0.001333,Mena,0.001429,Viquez,0.0021,de Paz,0.001453,Bautista,0.002016,Canales,0.00172,Saavedra,0.00159,Estrada,0.00159,Mercado,0.00105,Medrano,0.00168,Villarroel,0.001805,Sandoval,0.00156,Pozo,0.001297,Alcaraz,0.002123,Arevalo,0.00112,Rosas,0.000910747,Valera,0.001548
Sosa,0.001271,Huertas,0.001156,Roque,0.001321,Lugo,0.001429,Varela,0.0021,Macario,0.001451,Moncada,0.002004,Marin,0.00171,Calderon,0.00155,Canales,0.00157,Monzon,0.00105,Luna,0.00166,Cuevas,0.001792,Mercado,0.001553,Villacis,0.001292,Delvalle,0.00211,Julca,0.00112,Vargas,0.00090009,Ferrer,0.001538
Villanueva,0.001271,Quintana,0.001126,Duran,0.001319,Mendoza,0.001422,Rosales,0.0021,Bautista,0.001416,Zepeda,0.001919,Valdivia,0.0017,Hidalgo,0.00153,Navarro,0.00157,Marquez,0.00105,Campos,0.00165,Osorio,0.001779,Blanco,0.001541,Peralta,0.001292,Lugo,0.002101,Valverde,0.0011,Paz,0.000877193,Paez,0.001534
Arias,0.001264,Biaggi,0.001109,Lara,0.001311,Cuello,0.001399,Moya,0.00204,Najera,0.001406,Erazo,0.001912,Zapata,0.00164,Quiros,0.00153,Soriano,0.00156,Zalazar,0.00104,Parada,0.0016,Marin,0.001764,Ocampo,0.001531,Pincay,0.001284,Chamorro,0.00207,Acuna,0.0011,Maciel,0.000874126,Rios,0.00152
Andrade,0.001245,Cordero,0.001096,Rios,0.001299,Paniagua,0.001397,Sandoval,0.00202,Barillas,0.001401,Ulloa,0.001905,Bravo,0.00162,Pena,0.00153,Aquino,0.00156,Mamani,0.00104,Marca,0.00157,Calderon,0.001751,Benavides,0.001527,Carrion,0.001274,Prieto,0.002053,Salinas,0.0011,Rojas,0.000864304,Guillen,0.001517
Antonio,0.001238,Cuevas,0.001091,Santiesteban,0.001295,Ferreras,0.001393,Benavides,0.00201,Lux,0.001389,Osorto,0.001876,Lira,0.00162,Arcia,0.00151,Leiva,0.00153,Coria,0.00104,Menacho,0.0015,Lara,0.001742,Paez,0.001508,Velasquez,0.001258,Leiva,0.002041,Ticona,0.0011,Iglesias,0.000858369,Fuenmayor,0.001458
Marin,0.001235,Castro,0.001079,Vargas,0.001284,Figueroa,0.001383,Mendoza,0.002,Chan,0.001379,Guillen,0.001845,Aragon,0.00161,Bethancourt,0.00148,Escalante,0.00153,Segovia,0.00103,Zenteno,0.0015,Mendez,0.001721,Arrieta,0.001506,Santos,0.001244,Arevalos,0.002016,Poma,0.0011,Arias,0.000857633,Melendez,0.001453
