Mexican,%,PuertoRican,%,Cuban,%,Dominican,%,Costa Rican,%,Guatemalan,%,Honduran,%,Nicaraguan,%,Panamanian,%,Salvadoran,%, Argentinean,%,Bolivian,%,Chilean,%,Colombian,%,Ecuadorian,%,Paraguayan,%,Peruvian,%,Uruguayan,%,Venezuelan,%
Augusto,0.00011,Karoleen,0.0000656,Nelia,0.00008,,,Benigno,0.00012,Ignacia,0.000113,Gabino,0.0001366,Merling,0.00015,Valeria,0.00021,Janeth,0.00008,Joaquina,0.00006,Dania,0.00015,del Transito,0.000083,Dany,0.000113,Sesme,0.0001,Quintin,0.0001449,Etelvina,0.00017,Genaro,0.0000834,Solange,0.00014
Giovanni,0.00011,Yabel,0.0000656,Evelia,0.00008,,,Roberth,0.00012,Johanna,0.000112,Isidora,0.0001364,Amilcar,0.00015,Yoselin,0.0002,Otoniel,0.00008,Isaias,0.00006,Weimar,0.00015,Ilda,0.0000827,Indira,0.000112,Rosaura,0.0001,Nicasia,0.0001443,Denisse,0.00017,Eloy,0.0000829,Erik,0.00014
Severo,0.00011,Dayline,0.0000653,Clarivel,0.00008,,,Hans,0.00012,Odilio,0.000112,Bonifacio,0.0001359,Liliana,0.00015,Rafaela,0.0002,Barbara,0.00008,Eulalio,0.00006,Gimena,0.00015,Lia,0.0000827,Belkis,0.000112,Katia,0.0001,Eloisa,0.000144,Ninfa,0.00017,Rudy,0.0000826,Hipolito,0.000139
Nabor,0.000109,Mery,0.0000653,Isaac,0.00008,,,Nelsy,0.00012,Apolonia,0.000112,Fermina,0.0001354,Apolinar,0.00015,Filomena,0.0002,Florentin,0.00008,Nelva,0.00006,Sulma,0.00015,Darling,0.0000825,Nurys,0.000112,Regina,0.0001,Hipolita,0.0001435,Tereza,0.00017,Yonatan,0.0000826,Lisseth,0.000139
Loreto,0.000109,Ileanet,0.0000651,Nolberto,0.00008,,,Dulcelina,0.00012,Casimiro,0.000111,Saida,0.0001354,Paubla,0.00015,Valerio,0.0002,Teodolinda,0.00008,Brigido,0.00006,Alfonzo,0.00015,Ismenia,0.0000824,Amalfi,0.000111,Winston,0.0001,Jazmin,0.0001433,Angelina,0.00017,Etelvina,0.0000823,Trino,0.000138
Panfilo,0.000109,Maritere,0.0000651,Bladimir,0.00008,,,Keren,0.00012,Edmundo,0.000111,Ericka,0.0001353,Jerry,0.00015,Ubaldino,0.0002,Katy,0.00008,Obdulia,0.00006,Willan,0.00015,Inelia,0.0000823,Jean,0.000111,Marieta,0.0001,Lucrecia,0.0001427,Adriano,0.00017,Daysi,0.000082,Gina,0.000138
Emanuel,0.000108,Esperanza,0.0000648,Jacinta,0.00008,,,Cecilio,0.00012,Michael,0.000111,Suany,0.0001351,Wiston,0.00015,Liseth,0.0002,Ingris,0.00008,Marlene,0.00006,Marilin,0.00015,Nayade,0.0000821,Araminta,0.000111,Susan,0.0001,Fredi,0.0001421,Baltazar,0.00017,Evelin,0.0000817,Nuris,0.000138
Walter,0.000108,Marlie,0.0000648,Anais,0.00008,,,Evaristo,0.00012,Michelle,0.000111,Naun,0.0001343,Enrrique,0.00015,Nixia,0.0002,Edenilson,0.00008,del Carmen,0.00006,Patty,0.00015,Valesca,0.000082,Modesto,0.000111,Cornelio,0.00009,Amancia,0.000142,Ayde,0.00017,Florentino,0.0000817,Eliecer,0.000138
Ma,0.000108,Jerry,0.0000645,Juaquin,0.00008,,,Damian,0.00012,Rosmery,0.00011,Virgilia,0.0001342,Enriqueta,0.00015,Anselmo,0.0002,Carina,0.00008,Mauricio,0.00006,Avelina,0.00015,Wenceslao,0.0000819,Angie,0.00011,Tony,0.00009,Marilina,0.0001413,Primitivo,0.00017,Anderson,0.0000814,Yraima,0.000137
Ambrosio,0.000107,Marinilda,0.0000645,Crecencio,0.00008,,,Anayancy,0.00012,Narcisa,0.00011,Erwin,0.0001339,Evangelina,0.00015,Isidoro,0.0002,Nilson,0.00008,Clementino,0.00006,Genara,0.00015,Scarlet,0.0000818,Mirna,0.00011,Wila,0.00009,Aquilino,0.0001411,Donatila,0.00017,Celestina,0.0000814,Harold,0.000137
Deisy,0.000107,Kathy,0.0000642,Lisandra,0.00008,,,Juvenal,0.00012,Arminda,0.00011,Katia,0.0001335,Ivonne,0.00015,Higinio,0.0002,Oseas,0.00008,Erasmo,0.00006,Nelva,0.00015,Palmira,0.0000817,Farid,0.00011,Amagua,0.00009,Placido,0.000141,Edwar,0.00017,Gissel,0.0000811,Militza,0.000136
Eloina,0.000107,Magdaly,0.0000642,Ena,0.00008,,,Lisseth,0.00012,Corina,0.00011,Barbara,0.0001334,Jilma,0.00015,Cesar,0.0002,Ventura,0.00008,Nazario,0.00006,Yobana,0.00015,Modesto,0.0000817,Climaco,0.00011,Agueda,0.00009,Cantalicio,0.0001389,Leticia,0.00017,Ignacia,0.0000811,Evaristo,0.000136
Nubia,0.000107,Serafina,0.0000639,De,0.00008,,,Edin,0.00012,Mirta,0.00011,Isaura,0.0001333,Carol,0.00015,Evelin,0.0002,Toribio,0.00008,Primo,0.00006,Aniceto,0.00015,Charles,0.0000816,Dubis,0.000109,Gilber,0.00009,Sirley,0.0001389,Catherine,0.00017,Moises,0.0000811,Yunior,0.000136
Thelma,0.000106,Coralis,0.0000637,Candelario,0.00008,,,Ginnette,0.00012,Vanessa,0.000109,Marla,0.0001333,Paulo,0.00015,Yoel,0.0002,Arcadio,0.00008,Eric,0.00006,Angelina,0.00015,Gumercindo,0.0000812,Ulises,0.000109,Emiliano,0.00009,Alicio,0.0001386,Sandy,0.00017,Agueda,0.0000808,Luciano,0.000136
Doroteo,0.000106,Luisel,0.0000637,Isel,0.00008,,,Giovanna,0.00011,Milagro,0.000109,Noris,0.0001333,Miurel,0.00015,Eida,0.0002,Lizeth,0.00008,Primitiva,0.00006,Osmar,0.00015,Ivania,0.000081,Evangelista,0.000109,Evaristo,0.00009,Primitivo,0.0001377,Avelina,0.00017,Ciriaco,0.0000808,Eduin,0.000136
Liborio,0.000106,Herminio,0.0000634,Laritza,0.00008,,,Elian,0.00011,Petronilo,0.000109,Glendy,0.0001328,Ronal,0.00015,Odalis,0.0002,Cayetano,0.00008,Miguela,0.00006,Horacio,0.00015,Y,0.0000807,Rober,0.000109,Vi,0.00009,Dilma,0.0001375,Albertina,0.00017,Lili,0.0000808,Nolberto,0.000136
Encarnacion,0.000106,Odelys,0.0000634,Marcel,0.00008,,,Oliver,0.00011,Marlin,0.000108,Joaquina,0.0001326,Yorlene,0.00015,Yenifer,0.0002,Bartola,0.00008,Gabina,0.00006,Roy,0.00015,Mirian,0.0000802,Noelia,0.000109,Ignacia,0.00009,Erma,0.000137,Lesly,0.00017,Arnaldo,0.0000805,Fabiana,0.000136
Jonatan,0.000105,Sanchez,0.0000634,Lidice,0.00008,,,Yasmin,0.00011,Oliverio,0.000108,Silverio,0.0001326,Heberto,0.00015,Allan,0.0002,Isidoro,0.00008,Rosalba,0.00006,Gisela,0.00015,Griselda,0.0000801,Nixon,0.000109,Harry,0.00009,Ciriaca,0.0001366,Zonia,0.00017,Jesica,0.0000805,Joao,0.000135
Cristhian,0.000105,Yessica,0.0000634,Bartolome,0.00008,,,Jimena,0.00011,Daniela,0.000108,Leda,0.0001325,Tereza,0.00015,Segundo,0.0002,Lydia,0.00008,Aide,0.00006,Limberg,0.00015,Ian,0.0000798,Liney,0.000108,Hermogenes,0.00009,Fernanda,0.0001359,Silvana,0.00016,Walkiria,0.0000805,Regina,0.000135
Nereyda,0.000105,Margie,0.0000631,Ramn,0.00008,,,Maylin,0.00011,Tito,0.000107,Sabas,0.0001325,Cristopher,0.00015,Luris,0.0002,Claudio,0.00008,Salustiano,0.00006,Clemencia,0.00015,Rossel,0.0000798,Parmenio,0.000108,Bartolo,0.00009,Ceveriano,0.0001355,Diomedes,0.00016,Cyntia,0.0000802,Eric,0.000135
Isai,0.000105,Yajaira,0.0000631,Silvano,0.00008,,,Otoniel,0.00011,Simeon,0.000107,Mateo,0.0001322,Nerys,0.00015,Bernardina,0.0002,Freddy,0.00008,Olimpia,0.00006,Cleto,0.00015,Marcel,0.0000796,Yonis,0.000108,Silvestre,0.00009,Gualberto,0.0001342,Serafina,0.00016,Eric,0.0000802,Renzo,0.000135
Juvencio,0.000105,Nieves,0.0000628,Reymundo,0.00008,,,Katerine,0.00011,Elia,0.000107,Anastacia,0.000132,Wilton,0.00015,Dionisia,0.0002,Eber,0.00008,Lucia,0.00006,Neisa,0.00015,Feliciano,0.0000795,Nohelia,0.000108,Acu,0.00009,Amelio,0.0001339,Alexis,0.00016,Yony,0.0000802,Yenni,0.000135
Telesforo,0.000104,Jonny,0.0000622,Miriela,0.00008,,,Yeudy,0.00011,Timotea,0.000106,Evaristo,0.0001316,Edgardo,0.00015,Nimia,0.0002,Balbino,0.00008,Tiburcio,0.00006,Ronny,0.00015,Marlen,0.0000795,Reyes,0.000108,Delfina,0.00009,Edit,0.0001335,Marciano,0.00016,Celmira,0.0000799,Yennys,0.000135
Florina,0.000103,Karem,0.0000622,Franklin,0.00008,,,Gary,0.00011,Romualdo,0.000106,Johnny,0.0001316,Favio,0.00015,Rosalba,0.0002,Benita,0.00008,Ladislao,0.00006,Noemy,0.00015,Tulio,0.0000793,Ricaurte,0.000106,Froilan,0.00009,Rodney,0.0001327,Enith,0.00016,Justina,0.0000799,Osman,0.000134
Jennifer,0.000103,Marylin,0.0000622,Roselia,0.00008,,,Maria,0.00011,Elman,0.000106,Geovany,0.0001311,Yamil,0.00015,Yuliana,0.0002,Geremias,0.00008,Nicolas,0.00006,Ilda,0.00015,Jovina,0.000079,Elio,0.000106,Domenica,0.00009,Basilica,0.0001315,Guillerma,0.00016,Clemente,0.0000796,Eudo,0.000134
Antonino,0.000103,Cristian,0.000062,Evidio,0.00008,,,Giovanny,0.00011,Benita,0.000105,Obed,0.0001311,Ester,0.00015,Maira,0.00019,Abrahan,0.00008,Aureliano,0.00006,Dante,0.00015,Argel,0.0000786,Heli,0.000106,Ubaldo,0.00009,Eudelio,0.0001298,Catalino,0.00016,Denise,0.0000796,Magda,0.000134
Demetria,0.000103,Ellie,0.0000614,Benedicta,0.00008,,,Lenin,0.00011,Roger,0.000105,Demetrio,0.000131,Dennis,0.00014,Yamilet,0.00019,Demetrio,0.00008,Dorila,0.00006,Rossmery,0.00015,Candelaria,0.0000785,Richar,0.000106,Lita,0.00009,Bernardita,0.0001291,Charles,0.00016,Gary,0.0000796,Santo,0.000134
Fidela,0.000103,Emilia,0.0000614,Josue,0.00008,,,Yerling,0.00011,Fidencio,0.000105,Secundino,0.000131,Mery,0.00014,Freddy,0.00019,Hilaria,0.00008,Mayra,0.00006,Cresencio,0.00014,Nayaret,0.0000785,Deysi,0.000106,Celinda,0.00009,Erica,0.0001291,Renato,0.00016,Karla,0.0000796,Anna,0.000134
Neftali,0.000103,Zuleika,0.0000614,Asela,0.00008,,,Giancarlo,0.00011,Magdaleno,0.000104,Toribio,0.0001309,Yuris,0.00014,Katiuska,0.00019,Celestina,0.00008,del Valle,0.00006,Hans,0.00014,Selma,0.0000785,Amada,0.000106,Olimpia,0.00009,Saul,0.0001282,Evelin,0.00016,Lyliam,0.0000796,Rufino,0.000134
Juventina,0.000102,Bibiloni,0.0000611,Maximino,0.00008,,,Amada,0.00011,Dennis,0.000104,Danis,0.0001308,Heylin,0.00014,Dayanara,0.00019,Billy,0.00008,Eustaquia,0.00006,Leopoldo,0.00014,Cristi,0.0000784,Azucena,0.000105,Cecilio,0.00009,Calixta,0.000128,Cipriana,0.00016,Enriqueta,0.0000794,Nelsy,0.000133
Cesareo,0.000102,Henry,0.0000611,Osniel,0.00008,,,Paulino,0.00011,Isidra,0.000104,Anselmo,0.0001304,Imelda,0.00014,Diamantina,0.00019,Eduviges,0.00008,Egidio,0.00006,Erik,0.00014,Shirley,0.0000783,Boris,0.000105,Stefania,0.00009,Emilse,0.0001277,Leonila,0.00016,Jonny,0.0000794,Melania,0.000133
Obed,0.000102,Yuri,0.0000611,Nuris,0.00008,,,Yaneth,0.00011,Fidelino,0.000103,Bryan,0.0001302,Leydi,0.00014,Williams,0.00019,Fidencio,0.00008,Blas,0.00006,Asteria,0.00014,Jessenia,0.0000782,Arcelia,0.000105,Hamilton,0.00009,Teodosio,0.0001277,Mariella,0.00016,Melba,0.0000794,Wilmary,0.000133
Inocente,0.000102,Dinorah,0.0000608,Betty,0.00008,,,Franciny,0.00011,Yanira,0.000103,Camila,0.0001299,Karelia,0.00014,Clotilde,0.00019,Cesia,0.00008,Jonathan,0.00006,Dilma,0.00014,Yonatan,0.0000781,Benedicto,0.000105,Carina,0.00009,Yessica,0.0001276,Elver,0.00016,Aura,0.0000791,Janet,0.000133
Rito,0.000101,Paul,0.0000608,Wilson,0.00008,,,Gretel,0.00011,Yessica,0.000103,Filiberto,0.0001297,Engels,0.00014,Roque,0.00019,Brigida,0.00008,Alba,0.00006,Constancia,0.00014,Allan,0.0000779,Rito,0.000105,Magda,0.00009,Evangelina,0.0001275,Erik,0.00016,Ceferino,0.0000791,Noelia,0.000133
Sabas,0.000101,Nahir,0.0000606,Marleni,0.00008,,,Marleni,0.00011,Delmi,0.000103,Donatila,0.0001291,Milena,0.00014,Yovana,0.00019,Rosmery,0.00008,Cipriana,0.00006,Melvy,0.00014,Paulette,0.0000779,Claudina,0.000104,Andreina,0.00009,Idalia,0.0001268,Fabiana,0.00016,Lurdes,0.0000791,Maximiliano,0.000132
Brigido,0.000101,Andres,0.0000597,Soledad,0.00008,,,Bellanira,0.00011,Jimmy,0.000102,Yajaira,0.0001288,Delfina,0.00014,Mariel,0.00019,Vicky,0.00008,Edita,0.00006,Ademar,0.00014,Dafne,0.0000776,Miladys,0.000104,Rey,0.00009,Carla,0.0001255,Glicerio,0.00016,Bryan,0.0000788,Auristela,0.000132
Elpidia,0.000101,Kelvin,0.0000597,Margarito,0.00008,,,Wayner,0.00011,Reginalda,0.000102,Yury,0.0001287,Brayan,0.00014,Genoveva,0.00019,Eleuterio,0.00008,Heber,0.00006,Cresencia,0.00014,Clodomiro,0.0000776,Lucinda,0.000104,Iralda,0.00009,Alvaro,0.0001246,Donata,0.00016,Jhony,0.0000788,Dubraska,0.000132
Celerina,0.0001,Serafin,0.0000597,Fabian,0.00008,,,Idalia,0.00011,Bertila,0.000101,Arcadio,0.0001286,Emerita,0.00014,Maruquel,0.00019,Higinio,0.00008,Estanislada,0.00006,Einar,0.00014,Ivon,0.0000775,Demetrio,0.000104,Abelardo,0.00009,Ruperto,0.0001246,Macario,0.00016,Vera,0.0000788,Lissette,0.000132
Jair,0.0001,Ange,0.0000594,Claro,0.00008,,,Idania,0.00011,Leonzo,0.000101,Idania,0.0001285,Maykel,0.00014,Zuleyka,0.00019,Paul,0.00008,Norberta,0.00006,Hilario,0.00014,Ofelia,0.0000772,Aidee,0.000103,Petrona,0.00009,Dorila,0.0001244,Nadia,0.00016,Eulalia,0.0000785,Lucio,0.000132
Ildefonso,0.000099,Rosalba,0.0000594,Noelvis,0.00008,,,Sheila,0.00011,Silveria,0.000101,Transito,0.0001282,Efren,0.00014,Stephany,0.00019,Noelia,0.00008,Placida,0.00006,Bacilio,0.00014,Lorna,0.0000771,Benigno,0.000103,Antonieta,0.00009,Prudencio,0.0001241,Anali,0.00016,Margaret,0.0000785,Marleni,0.000131
Johana,0.000099,Eliud,0.0000586,Williams,0.00008,,,Milady,0.00011,Lic,0.000101,Isolina,0.0001279,Erminia,0.00014,Geraldine,0.00019,Wenceslao,0.00008,Reimundo,0.00006,Katerine,0.00014,Jilberto,0.000077,Yenni,0.000103,Trinidad,0.00009,Cesarina,0.0001239,Octavia,0.00016,Teofilo,0.0000785,Kelvis,0.000131
Velia,0.000099,Mydna,0.0000586,Engracia,0.00008,,,Manuela,0.00011,Filadelfo,0.000101,Maxima,0.0001279,Flavia,0.00014,Nuvia,0.00019,Baudilio,0.00008,Emeterio,0.00006,Willian,0.00014,Margaret,0.000077,Rosalina,0.000103,Janeta,0.00009,Teodulo,0.0001239,Evarista,0.00016,Reyna,0.0000782,Fabio,0.000131
Miguelina,0.000099,Amy,0.0000583,Ruperto,0.00008,,,Margoth,0.00011,Dalia,0.0001,Zulma,0.0001274,Blas,0.00014,Priscilla,0.00019,Luciana,0.00008,Victoriana,0.00006,Ceferina,0.00014,Nubia,0.0000769,Wiliam,0.000103,Orfa,0.00009,Zacaria,0.0001237,Marivel,0.00016,Fermina,0.0000779,Katty,0.000131
Petronila,0.000099,Isaias,0.0000583,Odilia,0.00008,,,Roque,0.00011,Vicky,0.000099,Policarpo,0.000127,Selena,0.00014,Eleida,0.00019,Otto,0.00008,Cornelia,0.00006,Brayan,0.00014,James,0.0000768,Leidis,0.000102,Leslie,0.00009,Domiciano,0.0001235,Amancio,0.00016,Gisella,0.0000779,Vladimir,0.000131
Galdino,0.000099,Sor,0.0000583,Grabiel,0.00008,,,Fermin,0.00011,Fabiola,0.000099,Ubaldo,0.0001268,Florencia,0.00014,Maximina,0.00019,Byron,0.00007,Nieve,0.00006,Dayana,0.00014,Orfilia,0.0000768,Anatilde,0.000102,Melania,0.00009,Leocadio,0.0001233,Tony,0.00016,Giovanni,0.0000776,Sebastian,0.000131
Isidora,0.000098,Norman,0.000058,Osiris,0.00008,,,Griselda,0.00011,Olegario,0.000099,Lisandro,0.0001267,Cresencio,0.00014,Susan,0.00019,Willians,0.00007,Leandra,0.00006,Palmira,0.00014,Alonso,0.0000764,Lacides,0.000102,Liliam,0.00009,Migdonia,0.0001232,July,0.00016,Eulogio,0.0000773,Noraima,0.00013
Lilian,0.000098,Mayda,0.0000575,Silvino,0.00008,,,Sandy,0.00011,Sharon,0.000098,Lucrecia,0.0001265,Sabas,0.00014,Zulay,0.00019,Ceferino,0.00007,Normando,0.00006,Fausta,0.00014,Arlette,0.0000762,Zuleima,0.000102,Grey,0.00009,Secundina,0.0001229,Doraliza,0.00016,Palmira,0.000077,Alfonzo,0.00013
Agapito,0.000098,Pantaleon,0.0000575,Joaquina,0.00007,,,Jahaira,0.00011,Enio,0.000098,Braulio,0.0001262,Felicito,0.00014,Narcisa,0.00019,Cirilo,0.00007,Irineo,0.00006,Marizol,0.00014,Lucio,0.0000762,Dimas,0.000102,Fabio,0.00009,Armindo,0.0001222,Lizardo,0.00016,Asuncion,0.0000767,Gledys,0.00013
Estanislao,0.000098,Geidy,0.0000572,Froilan,0.00007,,,Yenny,0.00011,Prudencio,0.000098,Elbin,0.0001258,Jacoba,0.00014,Rosemary,0.00019,Anastacia,0.00007,Prospero,0.00005,Marvin,0.00014,Evangelina,0.000076,Harol,0.000101,Edilberto,0.00009,Efren,0.0001217,Rober,0.00015,Susan,0.0000764,Ulises,0.00013
Emeterio,0.000098,Iliana,0.0000572,Yunier,0.00007,,,Emerson,0.00011,Roberta,0.000098,Abner,0.0001248,Fabian,0.00014,Eliezer,0.00019,Rutilia,0.00007,Bartolo,0.00005,Susy,0.00014,Rachel,0.000076,Nasly,0.000101,Amarilis,0.00009,Abundio,0.0001214,Italo,0.00015,Uberfil,0.0000764,Neila,0.00013
Avelino,0.000098,Evaristo,0.0000569,Amed,0.00007,,,Merlyn,0.00011,Socorro,0.000098,Brigida,0.000124,Bartolo,0.00014,Danis,0.00019,Norman,0.00007,Roberta,0.00005,Elida,0.00014,Ercira,0.0000757,Adelmo,0.000101,Cirino,0.00009,Erika,0.0001211,Jaqueline,0.00015,Isaura,0.0000761,Modesto,0.00013
Tito,0.000097,Loida,0.0000569,Isbel,0.00007,,,Francine,0.00011,Arely,0.000098,Bilma,0.0001236,Celestino,0.00014,Nereyda,0.00019,Leyla,0.00007,Servando,0.00005,Isaias,0.00014,Hardy,0.0000755,Amaury,0.000101,Katy,0.00009,Nemesio,0.0001206,Amilcar,0.00015,Lida,0.0000758,Norkis,0.000129
Gil,0.000097,Sarah,0.0000569,Dionicio,0.00007,,,Keneth,0.00011,Emilio,0.000098,Lila,0.0001232,Jeanette,0.00014,Lazaro,0.00019,Melva,0.00007,Delina,0.00005,Gerson,0.00014,Mariel,0.0000755,Wilton,0.000101,Argentina,0.00009,Sotero,0.0001203,Berta,0.00015,Neber,0.0000758,Estefania,0.000129
Toribio,0.000097,Magdalys,0.0000566,Gricel,0.00007,,,Angelina,0.00011,Ingris,0.000098,Melania,0.0001229,Secundino,0.00014,Alvis,0.00019,Nahum,0.00007,Belen,0.00005,Cleofe,0.00014,Nayareth,0.0000755,Favio,0.000101,Egda,0.00009,Romualda,0.0001201,Libia,0.00015,Delfina,0.0000756,Yusmery,0.000129
Otilio,0.000097,Mirtelina,0.0000566,Eumelia,0.00007,,,Johanny,0.00011,Manfredo,0.000098,Priscila,0.0001229,Aracelys,0.00014,Odalys,0.00019,Teofila,0.00007,Ysabel,0.00005,Fanor,0.00014,Palmenia,0.0000755,Lorenza,0.0001,Yuliana,0.00009,Isabelina,0.0001199,Sheyla,0.00015,Lic,0.0000756,Mirella,0.000129
Caritina,0.000097,Socorro,0.0000566,Damaso,0.00007,,,Dionisio,0.00011,Marlyn,0.000097,Lizeth,0.0001223,Jesenia,0.00014,Jimmy,0.00019,Neri,0.00007,Delfino,0.00005,Jonathan,0.00014,Doraliza,0.0000754,Erick,0.0001,Eric,0.00009,Paula,0.0001199,Daysi,0.00015,Jaqueline,0.0000753,Celsa,0.000128
Jacob,0.000097,Agapito,0.0000563,Rosabel,0.00007,,,George,0.00011,Eunice,0.000097,Bairon,0.0001219,Jefferson,0.00014,Marjorie,0.00019,Asuncion,0.00007,Dalmacio,0.00005,Albino,0.00014,Antonella,0.0000751,Lidis,0.0001,Maila,0.00009,Wenceslaa,0.0001199,Eloisa,0.00015,Betiana,0.000075,Derwin,0.000128
Estefana,0.000097,Lidia,0.0000563,Amador,0.00007,,,Jessie,0.00011,Alexis,0.000097,Socorro,0.0001218,Maximiliano,0.00014,Dina,0.00019,Macario,0.00007,Martin,0.00005,Casimiro,0.00014,Herminio,0.0000751,Nicanor,0.0001,Johan,0.00009,Elda,0.0001194,Kely,0.00015,Danubio,0.000075,Geronimo,0.000128
Priscila,0.000096,Eufemio,0.0000561,Eleuterio,0.00007,,,Lineth,0.00011,Eder,0.000097,Celvin,0.0001201,Vladimir,0.00014,Zobeida,0.00019,Johnny,0.00007,Honoria,0.00005,Zenaida,0.00014,Johnson,0.0000749,Carlota,0.0001,Solanda,0.00009,Ildefonso,0.000119,Sadith,0.00015,Paulino,0.000075,Charles,0.000128
Hermelindo,0.000095,Janitza,0.0000561,Aleyda,0.00007,,,Aurelia,0.00011,Cecilia,0.000097,Marixa,0.0001201,Boanerge,0.00014,Bernarda,0.00019,Delma,0.00007,Nicomedes,0.00005,Marino,0.00014,Arsenio,0.0000745,Justiniano,0.0001,Yury,0.00009,Ilsa,0.0001189,Fiorela,0.00015,Andreina,0.0000747,Yuri,0.000128
Ponciano,0.000095,Charles,0.0000558,Arminda,0.00007,,,Yocelyn,0.00011,Selvyn,0.000096,Purificacion,0.0001199,Alonso,0.00014,Victorino,0.00019,Saturnina,0.00007,Sulma,0.00005,Mamerto,0.00014,Douglas,0.0000743,Mildred,0.0001,Bienvenido,0.00009,Teodocio,0.0001186,Johan,0.00015,Blas,0.0000747,Arcadio,0.000128
Teodulo,0.000095,Genevieve,0.0000558,Renato,0.00007,,,Nataly,0.00011,Miguelina,0.000096,Norlan,0.0001196,Fredys,0.00014,Constantino,0.00019,Audelia,0.00007,Bettina,0.00005,Ivar,0.00014,Janette,0.0000735,Oliver,0.0001,Liz,0.00009,Evelin,0.0001185,Valeria,0.00015,Carmela,0.0000747,Willy,0.000128
Regino,0.000094,Jasmin,0.0000558,Arcadio,0.00007,,,Florentino,0.00011,Epifanio,0.000095,Adelaida,0.0001195,Liseth,0.00014,Yasmina,0.00019,Eladio,0.00007,Casimira,0.00005,Temo,0.00014,Yorka,0.0000734,Dorian,0.0001,Limber,0.00009,Odilon,0.0001183,Serafin,0.00015,Venancio,0.0000747,Lorenza,0.000127
Mauricio,0.000094,Linette,0.0000558,Otto,0.00007,,,Lia,0.00011,Lesli,0.000095,Fausta,0.0001194,Eleazar,0.00014,Alexi,0.00019,Jasmin,0.00007,Cayetana,0.00005,Camilo,0.00013,Guisela,0.0000733,Dionicio,0.000099,Rufino,0.00008,Sinecio,0.0001182,Augusta,0.00015,Vilda,0.0000747,Valeria,0.000127
Odilia,0.000094,Atilano,0.0000555,Reynerio,0.00007,,,Heylin,0.0001,Orfa,0.000095,Neptaly,0.0001188,Abelardo,0.00013,Ameth,0.00019,Osmar,0.00007,Genara,0.00005,Venancio,0.00013,Werner,0.0000733,Helmer,0.000099,Leydi,0.00008,Roberta,0.0001179,Milagritos,0.00015,Edilberto,0.0000744,Juanita,0.000126
Calixto,0.000094,Ilianet,0.0000555,Arquimedes,0.00007,,,Lorna,0.0001,Adilia,0.000095,Cenia,0.0001187,Benigno,0.00013,Iraida,0.00019,Fabricio,0.00007,Cristino,0.00005,Yoselin,0.00013,Abdon,0.000073,Janer,0.000099,Elsie,0.00008,Yeni,0.0001176,Anatolia,0.00015,Erico,0.0000744,Bernarda,0.000126
Alexander,0.000094,Keren,0.0000555,Maykel,0.00007,,,Tito,0.0001,Toribia,0.000095,Yonis,0.0001187,Elva,0.00013,Rosita,0.00019,Eleazar,0.00007,Nicasia,0.00005,Evarista,0.00013,Joseline,0.000073,Danis,0.000099,Mecias,0.00008,Erasmo,0.0001175,Severo,0.00015,Denisse,0.0000741,Zuly,0.000126
Alvaro,0.000093,Maggy,0.0000555,Norka,0.00007,,,Yamilet,0.0001,Yessenia,0.000095,Salome,0.0001186,Marianela,0.00013,Aquilina,0.00019,Edson,0.00007,Gualberto,0.00005,Iris,0.00013,Pablina,0.0000726,Urbano,0.000099,Silverio,0.00008,Regino,0.0001168,Jeny,0.00015,Eusebia,0.0000741,Edita,0.000126
Albertina,0.000093,Millie,0.0000552,Yamil,0.00007,,,Melisa,0.0001,Feliza,0.000095,Yasmin,0.0001186,Apolonia,0.00013,Tilcia,0.00018,Eduarda,0.00007,Toribia,0.00005,Denis,0.00013,Andy,0.0000724,Heliodoro,0.000099,Brice,0.00008,Asterio,0.0001167,Alcira,0.00015,Victoriano,0.0000741,Naileth,0.000126
Cristino,0.000093,Arce,0.0000549,Rubtn,0.00007,,,Heyner,0.0001,Wiliam,0.000094,Cynthia,0.0001166,Ali,0.00013,Edison,0.00018,Anastacio,0.00007,Zacarias,0.00005,Ely,0.00013,Yasmina,0.0000722,Norman,0.000099,Camila,0.00008,Edison,0.0001166,Olimpia,0.00015,Eda,0.0000735,Sabina,0.000125
Silviano,0.000093,Leyla,0.0000549,Isaura,0.00007,,,Sandro,0.0001,Cesareo,0.000094,Darling,0.0001166,Perfecto,0.00013,Nubia,0.00018,Nieves,0.00007,Gervasio,0.00005,Honorato,0.00013,Norman,0.0000721,Saida,0.000099,Bernita,0.00008,Alcira,0.0001164,Teodocio,0.00015,Mariangel,0.0000735,Lolimar,0.000125
Reymundo,0.000093,Brendaly,0.0000546,Maday,0.00007,,,Cristobalina,0.0001,Dorcas,0.000094,Geraldina,0.0001164,Derling,0.00013,Balbina,0.00018,Basilia,0.00007,Antolin,0.00005,Urbano,0.00013,Deysi,0.000072,Leovigildo,0.000098,Herman,0.00008,Melchora,0.0001164,Washington,0.00015,Gisel,0.0000732,Gertrudis,0.000125
Mari,0.000093,Ing,0.0000546,Eida,0.00007,,,Celso,0.0001,Walfre,0.000094,Perfecto,0.0001163,Marlyn,0.00013,Erica,0.00018,Maximina,0.00007,Remigia,0.00005,Georgina,0.00013,Salome,0.000072,Efigenia,0.000098,Engracia,0.00008,Aniano,0.0001163,Aniceto,0.00015,Graciana,0.0000729,Rosendo,0.000125
